person,trial,x,y,dur,on,off,n,timeInt,block
1,45,947.3,519.5,2407,-280,2127,1,waiting,13
1,46,933.2,519.7,2395,-283,2112,1,waiting,13
1,47,957.3,515.3,150,-137,13,1,waiting,13
1,47,925,527.4,2011,21,2032,2,waiting,13
1,48,938.3,530.3,2221,-5,2216,1,waiting,13
1,1,938.9,529.9,2245,-281,1964,1,waiting,14
1,2,938.4,527.6,1125,-280,845,1,waiting,14
1,2,943.8,523.6,975,974,1949,2,dotOff,14
1,3,953.2,516.8,2431,-280,2151,1,waiting,14
1,4,933.8,521.2,2257,-142,2115,1,waiting,14
1,5,941.3,519,2395,-280,2115,1,waiting,14
1,6,945.5,521,2312,-280,2032,1,waiting,14
1,7,963.9,545.9,1600,-107,1493,1,waiting,14
1,7,781.2,550.2,756,1525,2281,2,dotOff,14
1,8,959.4,532.8,1699,-272,1427,1,waiting,14
1,8,1139.6,542,742,1456,2198,2,dotOff,14
1,9,967.1,543.7,283,-270,13,1,waiting,14
1,9,966.8,551.5,937,145,1082,2,waiting,14
1,10,966.9,545.9,1636,-273,1363,1,waiting,14
1,10,1143.4,546.6,716,1399,2115,2,dotOff,14
1,11,959.7,544.5,1690,-271,1419,1,waiting,14
1,11,791.7,541.4,752,1446,2198,2,dotOff,14
1,12,952.6,545.7,358,-272,86,1,waiting,14
1,12,965.7,542.6,844,238,1082,2,waiting,14
1,13,958.2,543.3,1835,-272,1563,1,waiting,14
1,13,792.4,546.9,693,1589,2282,2,dotOff,14
1,14,949.7,548.2,1662,-273,1389,1,waiting,14
1,14,1127.6,551.8,698,1417,2115,2,dotOff,14
1,15,956.4,551.4,1395,-46,1349,1,waiting,14
1,15,774.4,558.6,755,1377,2132,2,dotOff,14
1,16,954.3,549.8,1326,-23,1303,1,waiting,14
1,16,1114.9,547.4,703,1329,2032,2,dotOff,14
1,17,960.3,543.2,1459,-172,1287,1,waiting,14
1,17,792.3,556.8,735,1314,2049,2,dotOff,14
1,18,960.2,541.5,1595,-272,1323,1,waiting,14
1,18,782.9,552.6,681,1351,2032,2,dotOff,14
1,19,959.2,550.5,1618,-183,1435,1,waiting,14
1,19,809.1,551.6,672,1460,2132,2,dotOff,14
1,20,956.8,551.6,1771,-272,1499,1,waiting,14
1,20,765.5,548.3,771,1527,2298,2,dotOff,14
1,21,954.7,551.2,1687,-225,1462,1,waiting,14
1,21,770.5,563.4,723,1492,2215,2,dotOff,14
1,22,958.9,548.5,1481,-279,1202,1,waiting,14
1,22,767.6,553.6,592,1236,1828,2,dotOff,14
1,23,956.3,544.3,1675,-272,1403,1,waiting,14
1,23,1116.2,546.8,769,1430,2199,2,dotOff,14
1,24,957.2,549.4,1319,-30,1289,1,waiting,14
1,24,1102,544.4,633,1315,1948,2,dotOff,14
1,25,964.5,548.8,1769,-272,1497,1,waiting,14
1,25,1122.4,548.9,774,1525,2299,2,dotOff,14
1,26,959.4,549.5,1819,-272,1547,1,waiting,14
1,26,1126.9,548.5,706,1575,2281,2,dotOff,14
1,27,952.9,542.3,2221,-272,1949,1,waiting,14
1,28,956.6,540.7,1157,-11,1146,1,waiting,14
1,28,1131.4,537.3,740,1175,1915,2,dotOff,14
1,29,965.1,535.9,1393,-275,1118,1,waiting,14
1,29,1125.5,538.3,716,1146,1862,2,dotOff,14
1,30,971.9,530.9,1713,-272,1441,1,waiting,14
1,30,1118.9,531.8,751,1464,2215,2,dotOff,14
1,31,977.6,538,1781,-275,1506,1,waiting,14
1,31,779.4,540.4,762,1534,2296,2,dotOff,14
1,32,961,536.8,1582,-285,1297,1,waiting,14
1,32,1135.9,540.3,632,1334,1966,2,targVis,14
1,33,969.2,536.4,1525,-271,1254,1,waiting,14
1,33,1015.4,540.5,107,1267,1374,2,dotOff,14
1,33,1103.9,534.2,91,1396,1487,3,dotOff,14
1,33,1147.2,542.5,614,1501,2115,4,targVis,14
1,34,959,539.7,1755,-272,1483,1,waiting,14
1,34,803.7,540.4,182,1513,1695,2,dotOff,14
1,34,774.5,543.2,579,1704,2283,3,targOff,14
1,35,961.3,532.4,1522,-272,1250,1,waiting,14
1,35,800.4,537.2,673,1275,1948,2,dotOff,14
1,36,960.5,536,1480,-272,1208,1,waiting,14
1,36,778.8,527.5,746,1236,1982,2,dotOff,14
1,37,957.8,532.1,1563,-272,1291,1,waiting,14
1,37,826.7,548.5,716,1316,2032,2,dotOff,14
1,38,946.5,544.4,1311,-272,1039,1,waiting,14
1,38,1129.5,539.3,1134,1065,2199,2,waiting,14
1,39,954.6,537.9,1483,-273,1210,1,waiting,14
1,39,1125.4,533.1,719,1246,1965,2,dotOff,14
1,40,953.8,539.7,1635,-288,1347,1,waiting,14
1,40,786.6,534.7,739,1376,2115,2,dotOff,14
1,41,952.5,546.5,1675,-270,1405,1,waiting,14
1,41,1106.9,537.2,852,1430,2282,2,dotOff,14
1,42,953.6,543.2,1604,-274,1330,1,waiting,14
1,42,1146.9,546.5,764,1368,2132,2,dotOff,14
1,43,959.8,538.6,1312,10,1322,1,waiting,14
1,43,767.5,538.5,762,1353,2115,2,dotOff,14
1,44,965.3,535.2,1679,-270,1409,1,waiting,14
1,44,776.1,544.8,761,1437,2198,2,dotOff,14
1,45,971.4,533.8,1047,-104,943,1,waiting,14
1,45,1085.9,539.3,430,968,1398,2,waiting,14
1,45,1138,547.2,615,1417,2032,3,targVis,14
1,46,958.6,537.2,1490,-272,1218,1,waiting,14
1,46,1103,545.4,703,1245,1948,2,dotOff,14
1,47,960.6,533.5,1572,-273,1299,1,waiting,14
1,47,1104.3,547.3,957,1325,2282,2,dotOff,14
1,48,955.7,547.2,1607,-273,1334,1,waiting,14
1,48,782.7,550.4,848,1367,2215,2,dotOff,14
1,1,947.8,553.5,1774,-272,1502,1,waiting,15
1,1,779.4,566.5,750,1532,2282,2,dotOff,15
1,2,950.6,556.9,1653,-274,1379,1,waiting,15
1,2,1119.3,549.7,807,1408,2215,2,dotOff,15
1,3,949,549.5,1452,-39,1413,1,waiting,15
1,3,1117.5,550.6,753,1446,2199,2,dotOff,15
1,4,923.2,540,280,-278,2,1,waiting,15
1,4,949.1,554,2119,13,2132,2,waiting,15
1,5,952.3,562.9,2327,-279,2048,1,waiting,15
1,6,954,553,2310,-279,2031,1,waiting,15
1,7,947.4,554.3,2230,-281,1949,1,waiting,15
1,8,946.9,557.8,2312,-280,2032,1,waiting,15
1,9,956.3,547.1,2051,-86,1965,1,waiting,15
1,10,955.3,548.1,2146,-280,1866,1,waiting,15
1,11,955.5,543.2,2309,-277,2032,1,waiting,15
1,12,980.5,547.8,388,-281,107,1,waiting,15
1,12,952.4,540.3,578,253,831,2,waiting,15
1,13,952.7,547,2563,-281,2282,1,waiting,15
1,14,951.3,548.7,2082,-50,2032,1,waiting,15
1,15,950.6,533.2,2478,-280,2198,1,waiting,15
1,16,951.5,542,2162,-281,1881,1,waiting,15
1,17,950.7,545.9,314,-281,33,1,waiting,15
1,17,956.2,551.1,973,192,1165,2,waiting,15
1,18,955.4,551.8,2328,-280,2048,1,waiting,15
1,19,951.4,545,2144,-280,1864,1,waiting,15
1,20,958,537.3,2162,-280,1882,1,waiting,15
1,21,961.5,541.1,2162,-280,1882,1,waiting,15
1,22,966.2,535.9,2161,-279,1882,1,waiting,15
1,23,949.4,550.6,2396,-281,2115,1,waiting,15
1,24,948.3,548.8,2396,-281,2115,1,waiting,15
1,25,949.8,545.5,1916,-35,1881,1,waiting,15
1,26,952,546.4,2064,-280,1784,1,waiting,15
1,27,953.5,543,2580,-281,2299,1,waiting,15
1,28,958.3,540.3,2493,-279,2214,1,waiting,15
1,29,953.8,542.4,2104,-56,2048,1,waiting,15
1,30,949.3,548.9,2563,-281,2282,1,waiting,15
1,31,947.3,550.8,2562,-280,2282,1,waiting,15
1,32,958,542.3,2161,-279,1882,1,waiting,15
1,33,948.3,555.1,2328,-279,2049,1,waiting,15
1,34,957.9,544.9,2329,-280,2049,1,waiting,15
1,35,950,544.4,1024,-280,744,1,waiting,15
1,35,964.4,536.9,386,862,1248,2,waiting,15
1,36,957.5,545.4,2229,-281,1948,1,waiting,15
1,37,950.2,541.3,2492,-276,2216,1,waiting,15
1,38,949,547,2246,-280,1966,1,waiting,15
1,39,951.9,554.8,2312,-280,2032,1,waiting,15
1,40,960.2,543.7,2163,-281,1882,1,waiting,15
1,41,954.3,549.6,2146,-281,1865,1,waiting,15
1,42,957.2,547.5,1976,-111,1865,1,waiting,15
1,43,956.9,537.3,2144,-279,1865,1,waiting,15
1,44,951.6,542.6,2202,-277,1925,1,waiting,15
1,45,955.5,541,2517,-219,2298,1,waiting,15
1,46,952.4,534,2395,-197,2198,1,waiting,15
1,47,953.1,543.7,2411,-280,2131,1,waiting,15
1,48,956.4,545.6,2313,-281,2032,1,waiting,15
9,1,940.1,551,1451,4,1454,1,waiting,1
9,1,785.6,552.6,820,1481,2300,2,dotOff,1
9,2,950.9,547.2,2043,-279,1763,1,waiting,1
9,2,770.8,546.5,245,1794,2038,2,targOff,1
9,2,796.6,543.8,166,2049,2214,3,targOff,1
9,3,950.9,545.9,1388,-32,1355,1,waiting,1
9,3,799.2,549.9,2252,1380,3631,2,dotOff,1
9,4,948.9,542.1,1070,95,1164,1,waiting,1
9,5,950.4,547.3,1909,-274,1634,1,waiting,1
9,5,1103.5,541.3,371,1661,2031,2,targOff,1
9,6,950.6,546.6,1635,-274,1360,1,waiting,1
9,6,1095,551.7,380,1384,1763,2,dotOff,1
9,6,1117.6,549.1,674,1774,2447,3,dotOff,1
9,7,942.8,540.4,1404,-52,1351,1,waiting,1
9,7,1114.2,539.8,819,1380,2198,2,dotOff,1
9,8,952.6,555.3,305,-272,32,1,waiting,1
9,8,948.5,541.7,1051,197,1247,2,waiting,1
9,9,946.1,550.3,1707,-272,1434,1,waiting,1
9,9,790.2,549.5,840,1459,2298,2,dotOff,1
9,10,962.5,543.2,422,-274,147,1,waiting,1
9,10,948.6,543.3,839,243,1081,2,waiting,1
9,11,945.3,533.7,1603,-274,1328,1,waiting,1
9,11,1104.8,544.7,678,1354,2031,2,dotOff,1
9,12,951.8,542.1,1408,-37,1370,1,waiting,1
9,12,796.3,551,719,1396,2114,2,dotOff,1
9,13,944.5,546.9,1444,-30,1413,1,waiting,1
9,13,771.6,547,328,1439,1766,2,targOff,1
9,14,942,544.1,1620,-278,1341,1,waiting,1
9,14,803.7,542.6,428,1365,1792,2,targOff,1
9,15,944.9,544.2,1542,-273,1268,1,waiting,1
9,15,1105.1,541.5,923,1296,2218,2,dotOff,1
9,16,948.5,543,1833,-272,1560,1,waiting,1
9,16,1112.3,539.1,211,1587,1797,2,targOff,1
9,17,955.5,542.2,1502,-274,1227,1,waiting,1
9,17,1104.5,542.6,628,1253,1880,2,targVis,1
9,18,950,538.7,247,-66,180,1,waiting,1
9,18,948.7,533.4,574,341,914,2,waiting,1
9,19,951.7,542.6,1787,-272,1514,1,waiting,1
9,19,789.6,543.6,344,1539,1882,2,targOff,1
9,20,942.5,544.3,1813,-274,1538,1,waiting,1
9,20,795.2,540.5,568,1564,2131,2,dotOff,1
9,21,894.6,472.4,201,300,500,1,waiting,1
9,21,898,535.7,154,522,675,2,waiting,1
9,21,940.5,544.6,546,698,1243,3,waiting,1
9,22,951.3,539.5,1811,-272,1538,1,waiting,1
9,22,1091.3,541.6,233,1563,1795,2,targOff,1
9,22,1122.5,539.6,68,1814,1881,3,targOff,1
9,23,954.3,541.2,1667,-33,1633,1,waiting,1
9,23,800.3,536.3,386,1658,2043,2,targOff,1
9,24,953,543.1,1542,-273,1268,1,waiting,1
9,24,789.3,539.1,675,1293,1967,2,dotOff,1
9,25,950.4,539.1,1638,-275,1362,1,waiting,1
9,25,784.9,545.4,743,1389,2131,2,dotOff,1
9,26,949.7,541.9,2005,-143,1861,1,waiting,1
9,26,858.8,541.1,137,1884,2020,2,targOff,1
9,27,942.1,543.6,1193,-42,1150,1,waiting,1
9,27,1096.4,544.1,705,1177,1881,2,dotOff,1
9,28,950.6,539.8,1401,-11,1389,1,waiting,1
9,28,1107.9,543.1,384,1414,1797,2,targOff,1
9,29,954.2,542.3,1034,-273,760,1,waiting,1
9,29,798.7,534.1,296,786,1081,2,waiting,1
9,30,949.5,542.4,1383,-277,1105,1,waiting,1
9,30,1093.7,543.2,665,1129,1793,2,dotOff,1
9,31,950.1,542.2,1577,-23,1553,1,waiting,1
9,31,807.5,544,258,1577,1834,2,targOff,1
9,31,784.5,544.9,200,1844,2043,3,targOff,1
9,32,953.3,547.3,2063,-271,1791,1,waiting,1
9,32,779,543.7,239,1826,2064,2,targOff,1
9,33,945.7,544,1803,-277,1525,1,waiting,1
9,33,1121.8,541.3,438,1549,1986,2,targOff,1
9,33,1056.3,539.2,44,2001,2044,3,targOff,1
9,34,951.7,544.8,1693,-274,1418,1,waiting,1
9,34,1097,549.3,773,1442,2214,2,dotOff,1
9,35,948.6,544.2,1816,-274,1541,1,waiting,1
9,35,1100.8,538.5,414,1567,1980,2,targOff,1
9,36,963.5,553.9,203,-53,149,1,waiting,1
9,36,947.6,554.8,1188,157,1344,2,waiting,1
9,36,1102.8,549.2,679,1369,2047,3,dotOff,1
9,37,947.8,544.8,1799,-1,1797,1,waiting,1
9,38,950.8,545.6,2480,-281,2198,1,waiting,1
9,39,945.4,546.6,2329,-283,2045,1,waiting,1
9,40,941.7,546.4,2396,-281,2114,1,waiting,1
9,41,954,545.7,2080,-281,1798,1,waiting,1
9,42,949.7,548.4,2413,-281,2131,1,waiting,1
9,43,941.2,522.5,217,-145,71,1,waiting,1
9,43,946.3,542,2053,79,2131,2,waiting,1
9,44,943.9,550.1,2329,-280,2048,1,waiting,1
9,45,943.7,548.6,2327,-279,2047,1,waiting,1
9,46,946.9,546.4,2329,-281,2047,1,waiting,1
9,47,929.4,556.6,2245,-280,1964,1,waiting,1
9,48,949.4,544.8,2166,-35,2130,1,waiting,1
9,1,955.1,541.9,2413,-281,2131,1,waiting,2
9,2,1050.7,477.8,167,189,355,1,waiting,2
9,2,1000.5,534.2,447,376,822,2,waiting,2
9,2,949.9,536,245,837,1081,3,waiting,2
9,3,952.7,547.2,2396,-281,2114,1,waiting,2
9,4,952,543.2,2245,-280,1964,1,waiting,2
9,5,942.7,547.6,289,-281,7,1,waiting,2
9,5,953,539.9,1856,26,1881,2,waiting,2
9,6,956.9,541,2496,-281,2214,1,waiting,2
9,7,935.3,550.9,298,-280,17,1,waiting,2
9,7,947.8,548,2097,35,2131,2,waiting,2
9,8,952.7,542.9,2246,-281,1964,1,waiting,2
9,9,933.4,552.6,297,-280,16,1,waiting,2
9,9,945.1,545.2,1858,26,1883,2,waiting,2
9,9,944.7,534.2,53,1995,2047,3,targOff,2
9,10,948.5,544.4,2226,-11,2214,1,waiting,2
9,11,946.9,547,1905,-23,1881,1,waiting,2
9,12,931.1,541.5,289,-280,8,1,waiting,2
9,12,950,545.2,1866,16,1881,2,waiting,2
9,13,946.8,547.7,2495,-280,2214,1,waiting,2
9,14,941.2,535.7,287,-280,6,1,waiting,2
9,14,955.6,543.1,1783,15,1797,2,waiting,2
9,15,955.2,545.3,2414,-282,2131,1,waiting,2
9,16,947.4,543.5,2497,-282,2214,1,waiting,2
9,17,946.4,546.5,687,-280,406,1,waiting,2
9,17,951.7,525.7,627,538,1164,2,waiting,2
9,18,950.3,542.1,2312,-280,2031,1,waiting,2
9,19,949.9,544.3,2413,-281,2131,1,waiting,2
9,20,951.4,542.2,2246,-280,1965,1,waiting,2
9,21,937.9,539.8,393,-278,114,1,waiting,2
9,21,952,534,580,252,831,2,waiting,2
9,22,947.2,546,2245,-280,1964,1,waiting,2
9,23,944,552.8,419,-280,138,1,waiting,2
9,23,948,542.2,884,281,1164,2,waiting,2
9,24,947.6,551,2496,-281,2214,1,waiting,2
9,25,947.6,546.7,1880,2,1881,1,waiting,2
9,26,946.7,544,1345,3,1347,1,waiting,2
9,26,778.4,543.3,418,1381,1798,2,targOff,2
9,27,970.9,566.7,89,-86,2,1,waiting,2
9,27,935.8,551.1,108,630,737,2,waiting,2
9,27,940.3,536.1,415,745,1159,3,waiting,2
9,28,923.2,542.4,138,-15,122,1,waiting,2
9,28,949.4,546.8,1255,131,1385,2,waiting,2
9,28,1139.8,551,385,1413,1797,3,targOff,2
9,29,952.4,537.9,1658,-277,1380,1,waiting,2
9,29,804.6,537.7,473,1406,1878,2,targOff,2
9,30,948.3,545.4,1543,-42,1500,1,waiting,2
9,30,808.1,540.7,276,1524,1799,2,dotOff,2
9,30,785.6,541.5,1991,1808,3798,3,dotOff,2
9,31,946.7,544.9,1221,-54,1166,1,waiting,2
9,31,1106.1,547.9,2180,1201,3380,2,dotOff,2
9,32,950,538.9,813,19,831,1,waiting,2
9,33,944.2,546.1,1767,-277,1489,1,waiting,2
9,33,1100.8,543.4,864,1515,2378,2,dotOff,2
9,34,951.5,540.4,1116,-37,1078,1,waiting,2
9,34,782.1,550.5,1006,1109,2114,2,dotOff,2
9,35,953.8,542.2,1298,-15,1282,1,waiting,2
9,35,1104.2,539.8,907,1308,2214,2,dotOff,2
9,36,959.3,539.5,1912,-272,1639,1,waiting,2
9,36,793.7,536.1,535,1664,2198,2,targVis,2
9,37,952.7,543.4,1798,-270,1527,1,waiting,2
9,37,1096.7,544.5,830,1552,2381,2,dotOff,2
9,38,978.2,533.3,277,-272,4,1,waiting,2
9,38,951.8,539.8,1439,15,1453,2,waiting,2
9,38,1095.1,540.3,242,1477,1718,3,dotOff,2
9,38,1108.2,539.3,497,1735,2231,4,targOff,2
9,39,962.6,550.1,396,-15,380,1,waiting,2
9,39,941.4,546.9,1252,388,1639,2,waiting,2
9,39,811.3,539.8,213,1661,1873,3,dotOff,2
9,39,791.6,546.2,418,1881,2298,4,targOff,2
9,40,934.2,543.4,287,-272,14,1,waiting,2
9,40,944.8,545.2,888,32,919,2,waiting,2
9,40,1111,543.6,1022,943,1964,3,dotOff,2
9,41,946.7,547.4,1091,-30,1060,1,waiting,2
9,41,1101.5,542,881,1084,1964,2,dotOff,2
9,42,942.1,543.1,1239,-271,967,1,waiting,2
9,42,1068.9,542.9,406,989,1394,2,waiting,2
9,42,1116.5,541.7,718,1416,2133,3,dotOff,2
9,43,947,536.3,1186,62,1247,1,waiting,2
9,44,949.1,543.3,1867,-273,1593,1,waiting,2
9,44,813.4,540.9,202,1617,1818,2,targOff,2
9,44,791.6,541.7,221,1827,2047,3,targOff,2
9,45,946.1,544.8,1443,10,1452,1,waiting,2
9,45,795.5,543.1,490,1475,1964,2,targOff,2
9,46,945.6,542.4,1778,-273,1504,1,waiting,2
9,46,1103.9,544.8,740,1542,2281,2,dotOff,2
9,47,940.6,531.4,1694,-273,1420,1,waiting,2
9,47,791.4,534.8,438,1444,1881,2,targOff,2
9,48,944.2,541.6,1556,-46,1509,1,waiting,2
9,48,821.4,535.4,199,1531,1729,2,dotOff,2
9,48,804.2,540.7,559,1739,2297,3,targOff,2
9,1,921.8,565.9,319,-278,40,1,waiting,3
9,1,936.6,547,1723,50,1772,2,waiting,3
9,1,881.4,555.1,173,1788,1960,3,targOff,3
9,2,942.5,537.1,258,573,830,1,waiting,3
9,3,950.3,548.9,2056,-271,1784,1,waiting,3
9,3,786,547,405,1810,2214,2,targOff,3
9,4,951.6,545.5,1433,-25,1407,1,waiting,3
9,4,799.3,542,700,1432,2131,2,dotOff,3
9,5,950.1,541.9,1782,-272,1509,1,waiting,3
9,5,1099.1,550,345,1534,1878,2,targOff,3
9,5,1113.3,534.5,76,1889,1964,3,targOff,3
9,6,950.8,546,1250,-37,1212,1,waiting,3
9,6,1111.8,547.3,710,1238,1947,2,dotOff,3
9,7,950.8,541.4,1049,-38,1010,1,waiting,3
9,7,790.4,530.6,862,1036,1897,2,dotOff,3
9,8,958.5,576.8,186,133,318,1,waiting,3
9,8,949.3,544.9,670,329,998,2,waiting,3
9,9,948.7,548.6,1663,-275,1387,1,waiting,3
9,9,790.3,543.2,384,1411,1794,2,targOff,3
9,10,944.4,548.4,1939,-278,1660,1,waiting,3
9,10,809.3,539.4,256,1684,1939,2,targOff,3
9,10,786.9,540.9,178,1949,2126,3,targOff,3
9,11,957.5,541.7,1517,-272,1244,1,waiting,3
9,11,797.8,541.7,613,1269,1881,2,targVis,3
9,12,947.5,542.2,1701,-274,1426,1,waiting,3
9,12,1085.5,545.1,271,1451,1721,2,targOff,3
9,12,1105.5,534.4,56,1742,1797,3,targOff,3
9,13,945.3,538.4,2285,-170,2114,1,waiting,3
9,14,950,542.7,1785,13,1797,1,waiting,3
9,15,947.7,548.4,2079,-281,1797,1,waiting,3
9,16,947.4,548.5,2495,-280,2214,1,waiting,3
9,17,945.4,543.3,2135,-3,2131,1,waiting,3
9,18,964.1,542.1,201,-168,32,1,waiting,3
9,18,945.9,540.2,1842,40,1881,2,waiting,3
9,19,973.5,515.6,213,-154,58,1,waiting,3
9,19,947,539.1,1746,69,1814,2,waiting,3
9,20,945.4,548.4,2496,-281,2214,1,waiting,3
9,21,951,548.7,2246,-281,1964,1,waiting,3
9,22,939.8,548.9,1983,-38,1944,1,waiting,3
9,23,944.6,549.1,2245,-280,1964,1,waiting,3
9,24,941.2,548.2,2042,-11,2030,1,waiting,3
9,25,980.8,540.7,286,-281,4,1,waiting,3
9,25,950.6,540.4,1868,14,1881,2,waiting,3
9,26,946.2,544.9,2078,-280,1797,1,waiting,3
9,27,944.6,540.4,2124,-159,1964,1,waiting,3
9,28,947,544.1,2245,-280,1964,1,waiting,3
9,29,950.1,541.1,2089,-41,2047,1,waiting,3
9,30,941.4,538.4,2407,-276,2130,1,waiting,3
9,31,926.4,533.9,210,-196,13,1,waiting,3
9,31,937.9,540.8,1876,23,1898,2,waiting,3
9,32,945.5,547.1,1958,-76,1881,1,waiting,3
9,33,948.1,544.3,2169,-37,2131,1,waiting,3
9,34,942,551.1,1996,-280,1715,1,waiting,3
9,35,924.5,545.7,2496,-281,2214,1,waiting,3
9,36,951.7,538.6,2136,-254,1881,1,waiting,3
9,37,944.4,543.7,2329,-280,2048,1,waiting,3
9,38,947.5,542.1,2349,-134,2214,1,waiting,3
9,39,946,540.5,2221,-89,2131,1,waiting,3
9,40,944.9,549.9,2413,-281,2131,1,waiting,3
9,41,947.8,549.4,2244,-279,1964,1,waiting,3
9,42,948.1,550.4,2224,-279,1944,1,waiting,3
9,42,950.1,537.1,35,2097,2131,2,targOff,3
9,43,954.5,549.5,67,116,182,1,waiting,3
9,43,966.4,539,41,319,359,2,waiting,3
9,43,951.1,540.9,767,481,1247,3,waiting,3
9,44,950,542.9,2496,-280,2215,1,waiting,3
9,45,941.6,551.1,2245,-280,1964,1,waiting,3
9,46,939.3,559.9,415,-282,132,1,waiting,3
9,46,944.3,550.8,1818,147,1964,2,waiting,3
9,47,965.1,523.4,233,-220,12,1,waiting,3
9,47,938.9,542.1,2193,22,2214,2,waiting,3
9,48,941.7,543.8,1885,-3,1881,1,waiting,3
9,1,949.4,541.3,1796,-20,1775,1,waiting,4
9,1,798.2,540.9,415,1800,2214,2,targOff,4
9,2,959,539.4,1461,-270,1190,1,waiting,4
9,2,1109.3,543.1,2155,1227,3381,2,dotOff,4
9,3,956.9,537.3,1216,-75,1140,1,waiting,4
9,3,1106,542.8,2134,1165,3298,2,dotOff,4
9,4,1086,538.1,402,-274,127,1,waiting,4
9,4,939.9,538.3,681,151,831,2,waiting,4
9,5,947.7,545.5,1386,-273,1112,1,waiting,4
9,5,1101.6,538.4,744,1138,1881,2,dotOff,4
9,6,953.2,545.4,1240,-9,1230,1,waiting,4
9,6,1086.9,544,794,1254,2047,2,dotOff,4
9,7,943.1,544.3,2038,-277,1760,1,waiting,4
9,7,1095.4,553.2,592,1785,2376,2,targVis,4
9,8,943,544.5,1631,-112,1518,1,waiting,4
9,8,1108.2,541.7,832,1550,2381,2,dotOff,4
9,9,953.5,544,1774,-272,1501,1,waiting,4
9,9,780.4,545,774,1525,2298,2,dotOff,4
9,10,942.4,545.9,1782,-272,1509,1,waiting,4
9,10,788.1,540.7,598,1534,2131,2,targVis,4
9,11,944.3,540.4,1543,-277,1265,1,waiting,4
9,11,1113.2,542.1,586,1291,1876,2,targVis,4
9,12,954,541.5,1733,-271,1461,1,waiting,4
9,12,798.6,554.3,812,1486,2297,2,dotOff,4
9,13,950.1,543.4,1781,-32,1748,1,waiting,4
9,13,1082.3,546.9,206,1774,1979,2,targOff,4
9,13,1108.2,543.6,149,1999,2147,3,targOff,4
9,14,950.7,543,355,-272,82,1,waiting,4
9,14,955,535.4,690,225,914,2,waiting,4
9,15,951.7,543.7,1768,-272,1495,1,waiting,4
9,15,803.7,543.1,224,1517,1740,2,dotOff,4
9,15,785.2,537.9,468,1748,2215,3,targOff,4
9,15,844.3,541.9,68,2231,2298,4,targOff,4
9,16,946.6,548,1624,-272,1351,1,waiting,4
9,16,791.7,541.7,588,1377,1964,2,targVis,4
9,17,954.6,544.9,1411,-236,1174,1,waiting,4
9,17,1088.6,545,683,1199,1881,2,dotOff,4
9,18,952.6,543.2,1721,-170,1550,1,waiting,4
9,18,811.3,535.5,175,1574,1748,2,dotOff,4
9,18,787,538.8,504,1758,2261,3,targOff,4
9,19,947.8,543.2,1872,-26,1845,1,waiting,4
9,19,781.9,540.1,344,1871,2214,2,targOff,4
9,20,951.4,538.8,1878,-274,1603,1,waiting,4
9,20,1092,540.5,354,1627,1980,2,targOff,4
9,21,1010,539.9,294,-272,21,1,waiting,4
9,21,950.5,543.7,1359,34,1392,2,waiting,4
9,21,1085.5,538.2,190,1414,1603,3,dotOff,4
9,21,1105.3,537.2,470,1612,2081,4,targOff,4
9,22,1019.7,543,243,-236,6,1,waiting,4
9,22,955.5,540.5,1386,18,1403,2,waiting,4
9,22,852.1,535.2,103,1425,1527,3,targOff,4
9,22,797.2,538.7,254,1544,1797,4,targOff,4
9,23,950.6,540.4,1181,66,1246,1,waiting,4
9,24,942.3,544.2,2022,-272,1749,1,waiting,4
9,24,1080.6,539.5,359,1773,2131,2,targOff,4
9,25,948.2,543.3,2047,1,2047,1,waiting,4
9,26,949.3,536.3,1655,-168,1486,1,waiting,4
9,26,789.6,535.3,707,1510,2216,2,dotOff,4
9,26,870.7,538.8,62,2237,2298,3,targOff,4
9,27,952.6,542,1839,-65,1773,1,waiting,4
9,27,786.7,546.5,407,1808,2214,2,targOff,4
9,28,948.7,544.9,1705,-273,1431,1,waiting,4
9,28,1056.1,538.1,78,1453,1530,2,dotOff,4
9,28,1105.6,540.4,744,1554,2297,3,dotOff,4
9,29,974.4,537.4,161,-6,154,1,waiting,4
9,29,949.5,541.3,1264,164,1427,2,waiting,4
9,29,1112.7,537.1,411,1452,1862,3,targOff,4
9,30,951.6,540.8,1476,-272,1203,1,waiting,4
9,30,1056,538.4,210,1224,1433,2,dotOff,4
9,30,1107.2,538.6,676,1456,2131,3,dotOff,4
9,31,953.1,545,1821,-273,1547,1,waiting,4
9,31,1127.6,536.3,256,1581,1836,2,targOff,4
9,31,1091.3,540.4,133,1848,1980,3,targOff,4
9,32,948.2,532.4,835,132,966,1,waiting,4
9,32,1118.4,541.8,258,991,1248,2,waiting,4
9,33,953.4,541.8,1448,-275,1172,1,waiting,4
9,33,811.9,536.4,159,1196,1354,2,dotOff,4
9,33,785.7,539.4,514,1365,1878,3,targVis,4
9,34,945.9,542.6,1862,-277,1584,1,waiting,4
9,34,825.9,538.5,173,1607,1779,2,targOff,4
9,34,790.1,534.3,186,1791,1976,3,targOff,4
9,35,937.6,539.3,358,-270,87,1,waiting,4
9,35,939,530.5,574,258,831,2,waiting,4
9,36,945.7,541,1614,-277,1336,1,waiting,4
9,36,1086.1,541.2,185,1358,1542,2,dotOff,4
9,36,1106.5,541,494,1551,2044,3,targOff,4
