person,trial,times,events,block
1,39,1041,dotRemoved,9
1,39,1133,targOn,9
1,39,1167,targOff,9
1,40,924,dotRemoved,9
1,40,1016,targOn,9
1,40,1050,targOff,9
1,1,831,dotRemoved,10
1,1,914,targOn,10
1,1,948,targOff,10
1,2,1083,dotRemoved,10
1,2,1166,targOn,10
1,2,1200,targOff,10
1,3,950,dotRemoved,10
1,3,1033,targOn,10
1,3,1068,targOff,10
1,4,899,dotRemoved,10
1,4,982,targOn,10
1,4,1017,targOff,10
1,5,1183,dotRemoved,10
1,5,1266,targOn,10
1,5,1301,targOff,10
1,6,1199,dotRemoved,10
1,6,1282,targOn,10
1,6,1317,targOff,10
1,7,1062,dotRemoved,10
1,7,1145,targOn,10
1,7,1179,targOff,10
1,8,878,dotRemoved,10
1,8,961,targOn,10
1,8,995,targOff,10
1,9,816,dotRemoved,10
1,9,899,targOn,10
1,9,933,targOff,10
1,10,1099,dotRemoved,10
1,10,1182,targOn,10
1,10,1216,targOff,10
1,11,1194,dotRemoved,10
1,11,1277,targOn,10
1,11,1312,targOff,10
1,12,799,dotRemoved,10
1,12,882,targOn,10
1,12,916,targOff,10
1,13,1100,dotRemoved,10
1,13,1183,targOn,10
1,13,1217,targOff,10
1,14,1217,dotRemoved,10
1,14,1300,targOn,10
1,14,1334,targOff,10
1,15,1230,dotRemoved,10
1,15,1314,targOn,10
1,15,1348,targOff,10
1,16,867,dotRemoved,10
1,16,950,targOn,10
1,16,984,targOff,10
1,17,1061,dotRemoved,10
1,17,1144,targOn,10
1,17,1179,targOff,10
1,18,1033,dotRemoved,10
1,18,1116,targOn,10
1,18,1150,targOff,10
1,19,916,dotRemoved,10
1,19,999,targOn,10
1,19,1033,targOff,10
1,20,1200,dotRemoved,10
1,20,1283,targOn,10
1,20,1317,targOff,10
1,21,1182,dotRemoved,10
1,21,1265,targOn,10
1,21,1299,targOff,10
1,22,1032,dotRemoved,10
1,22,1115,targOn,10
1,22,1149,targOff,10
1,23,1166,dotRemoved,10
1,23,1249,targOn,10
1,23,1283,targOff,10
1,24,1199,dotRemoved,10
1,24,1282,targOn,10
1,24,1316,targOff,10
1,25,945,dotRemoved,10
1,25,1028,targOn,10
1,25,1063,targOff,10
1,26,1179,dotRemoved,10
1,26,1262,targOn,10
1,26,1296,targOff,10
1,27,1249,dotRemoved,10
1,27,1332,targOn,10
1,27,1367,targOff,10
1,28,766,dotRemoved,10
1,28,849,targOn,10
1,28,883,targOff,10
1,29,1032,dotRemoved,10
1,29,1115,targOn,10
1,29,1149,targOff,10
1,31,968,dotRemoved,10
1,31,1051,targOn,10
1,31,1085,targOff,10
1,32,1016,dotRemoved,10
1,32,1099,targOn,10
1,32,1133,targOff,10
1,33,1116,dotRemoved,10
1,33,1199,targOn,10
1,33,1234,targOff,10
1,34,1049,dotRemoved,10
1,34,1132,targOn,10
1,34,1166,targOff,10
1,35,849,dotRemoved,10
1,35,932,targOn,10
1,35,967,targOff,10
1,36,882,dotRemoved,10
1,36,965,targOn,10
1,36,999,targOff,10
1,37,966,dotRemoved,10
1,37,1049,targOn,10
1,37,1084,targOff,10
1,38,1016,dotRemoved,10
1,38,1099,targOn,10
1,38,1133,targOff,10
1,39,916,dotRemoved,10
1,39,1000,targOn,10
1,39,1034,targOff,10
1,2,958,dotRemoved,11
1,2,1049,targOn,11
1,2,1083,targOff,11
1,3,824,dotRemoved,11
1,3,916,targOn,11
1,3,950,targOff,11
1,4,1007,dotRemoved,11
1,4,1099,targOn,11
1,4,1134,targOff,11
1,5,1207,dotRemoved,11
1,5,1299,targOn,11
1,5,1333,targOff,11
1,6,1157,dotRemoved,11
1,6,1249,targOn,11
1,6,1283,targOff,11
1,7,1074,dotRemoved,11
1,7,1182,targOn,11
1,7,1216,targOff,11
1,8,1058,dotRemoved,11
1,8,1166,targOn,11
1,8,1200,targOff,11
1,9,808,dotRemoved,11
1,9,900,targOn,11
1,9,934,targOff,11
1,10,904,dotRemoved,11
1,10,1012,targOn,11
1,10,1046,targOff,11
1,11,959,dotRemoved,11
1,11,1050,targOn,11
1,11,1085,targOff,11
1,12,1058,dotRemoved,11
1,12,1150,targOn,11
1,12,1184,targOff,11
1,14,1207,dotRemoved,11
1,14,1299,targOn,11
1,14,1333,targOff,11
1,15,1158,dotRemoved,11
1,15,1250,targOn,11
1,15,1284,targOff,11
1,16,841,dotRemoved,11
1,16,949,targOn,11
1,16,983,targOff,11
1,17,1222,dotRemoved,11
1,17,1331,targOn,11
1,17,1365,targOff,11
1,18,906,dotRemoved,11
1,18,998,targOn,11
1,18,1032,targOff,11
1,19,774,dotRemoved,11
1,19,882,targOn,11
1,19,917,targOff,11
1,20,1107,dotRemoved,11
1,20,1199,targOn,11
1,20,1234,targOff,11
1,21,891,dotRemoved,11
1,21,983,targOn,11
1,21,1017,targOff,11
1,22,1157,dotRemoved,11
1,22,1250,targOn,11
1,22,1284,targOff,11
1,23,1191,dotRemoved,11
1,23,1299,targOn,11
1,23,1333,targOff,11
1,24,924,dotRemoved,11
1,24,1032,targOn,11
1,24,1067,targOff,11
1,25,1007,dotRemoved,11
1,25,1116,targOn,11
1,25,1150,targOff,11
1,26,1208,dotRemoved,11
1,26,1316,targOn,11
1,26,1351,targOff,11
1,27,792,dotRemoved,11
1,27,900,targOn,11
1,27,934,targOff,11
1,28,957,dotRemoved,11
1,28,1049,targOn,11
1,28,1084,targOff,11
1,29,1174,dotRemoved,11
1,29,1266,targOn,11
1,29,1300,targOff,11
1,30,1240,dotRemoved,11
1,30,1333,targOn,11
1,30,1367,targOff,11
1,31,1269,dotRemoved,11
1,31,1361,targOn,11
1,31,1396,targOff,11
1,32,1108,dotRemoved,11
1,32,1217,targOn,11
1,32,1251,targOff,11
1,33,1040,dotRemoved,11
1,33,1149,targOn,11
1,33,1183,targOff,11
1,34,957,dotRemoved,11
1,34,1049,targOn,11
1,34,1084,targOff,11
1,35,841,dotRemoved,11
1,35,933,targOn,11
1,35,967,targOff,11
1,36,823,dotRemoved,11
1,36,915,targOn,11
1,36,950,targOff,11
1,38,858,dotRemoved,11
1,38,967,targOn,11
1,38,1001,targOff,11
1,39,907,dotRemoved,11
1,39,999,targOn,11
1,39,1034,targOff,11
1,40,958,dotRemoved,11
1,40,1050,targOn,11
1,40,1084,targOff,11
1,1,1100,dotRemoved,12
1,1,1199,targOn,12
1,1,1234,targOff,12
1,2,1083,dotRemoved,12
1,2,1183,targOn,12
1,2,1217,targOff,12
1,3,1116,dotRemoved,12
1,3,1216,targOn,12
1,3,1250,targOff,12
1,4,916,dotRemoved,12
1,4,1016,targOn,12
1,4,1050,targOff,12
1,5,816,dotRemoved,12
1,5,916,targOn,12
1,5,950,targOff,12
1,6,1033,dotRemoved,12
1,6,1133,targOn,12
1,6,1167,targOff,12
1,7,1233,dotRemoved,12
1,7,1332,targOn,12
1,7,1367,targOff,12
1,8,1149,dotRemoved,12
1,8,1249,targOn,12
1,8,1283,targOff,12
1,9,1116,dotRemoved,12
1,9,1216,targOn,12
1,9,1250,targOff,12
1,10,1111,dotRemoved,12
1,10,1211,targOn,12
1,10,1245,targOff,12
1,11,783,dotRemoved,12
1,11,882,targOn,12
1,11,917,targOff,12
1,12,1247,dotRemoved,12
1,12,1346,targOn,12
1,12,1381,targOff,12
1,13,816,dotRemoved,12
1,13,916,targOn,12
1,13,950,targOff,12
1,14,1213,dotRemoved,12
1,14,1313,targOn,12
1,14,1348,targOff,12
1,15,1051,dotRemoved,12
1,15,1150,targOn,12
1,15,1184,targOff,12
1,16,1116,dotRemoved,12
1,16,1215,targOn,12
1,16,1250,targOff,12
1,18,1011,dotRemoved,12
1,18,1111,targOn,12
1,18,1145,targOff,12
1,19,932,dotRemoved,12
1,19,1032,targOn,12
1,19,1066,targOff,12
1,20,800,dotRemoved,12
1,20,900,targOn,12
1,20,934,targOff,12
1,21,1116,dotRemoved,12
1,21,1215,targOn,12
1,21,1250,targOff,12
1,22,833,dotRemoved,12
1,22,933,targOn,12
1,22,967,targOff,12
1,23,866,dotRemoved,12
1,23,966,targOn,12
1,23,1000,targOff,12
1,24,1216,dotRemoved,12
1,24,1315,targOn,12
1,24,1350,targOff,12
1,25,983,dotRemoved,12
1,25,1083,targOn,12
1,25,1117,targOff,12
1,26,1099,dotRemoved,12
1,26,1199,targOn,12
1,26,1233,targOff,12
1,27,1146,dotRemoved,12
1,27,1245,targOn,12
1,27,1280,targOff,12
1,28,1133,dotRemoved,12
1,28,1232,targOn,12
1,28,1266,targOff,12
1,29,1064,dotRemoved,12
1,29,1164,targOn,12
1,29,1198,targOff,12
1,30,1000,dotRemoved,12
1,30,1100,targOn,12
1,30,1134,targOff,12
1,31,949,dotRemoved,12
1,31,1049,targOn,12
1,31,1083,targOff,12
1,32,1181,dotRemoved,12
1,32,1281,targOn,12
1,32,1315,targOff,12
1,33,966,dotRemoved,12
1,33,1066,targOn,12
1,33,1100,targOff,12
1,34,883,dotRemoved,12
1,34,983,targOn,12
1,34,1017,targOff,12
1,35,1133,dotRemoved,12
1,35,1233,targOn,12
1,35,1267,targOff,12
1,36,1082,dotRemoved,12
1,36,1182,targOn,12
1,36,1216,targOff,12
1,37,867,dotRemoved,12
1,37,967,targOn,12
1,37,1001,targOff,12
1,38,800,dotRemoved,12
1,38,900,targOn,12
1,38,934,targOff,12
1,39,1183,dotRemoved,12
1,39,1282,targOn,12
1,39,1317,targOff,12
1,40,1229,dotRemoved,12
1,40,1329,targOn,12
1,40,1363,targOff,12
1,1,1158,dotRemoved,13
1,1,1249,targOn,13
1,1,1284,targOff,13
1,4,907,dotRemoved,13
1,4,982,targOn,13
1,4,1017,targOff,13
1,5,940,dotRemoved,13
1,5,1032,targOn,13
1,5,1067,targOff,13
1,6,775,dotRemoved,13
1,6,850,targOn,13
1,6,884,targOff,13
1,7,924,dotRemoved,13
1,7,1000,targOn,13
1,7,1034,targOff,13
1,8,908,dotRemoved,13
1,8,999,targOn,13
1,8,1034,targOff,13
1,9,890,dotRemoved,13
1,9,966,targOn,13
1,9,1000,targOff,13
1,10,991,dotRemoved,13
1,10,1066,targOn,13
1,10,1100,targOff,13
1,12,991,dotRemoved,13
1,12,1066,targOn,13
1,12,1100,targOff,13
1,13,1206,dotRemoved,13
1,13,1282,targOn,13
1,13,1316,targOff,13
1,14,1141,dotRemoved,13
1,14,1216,targOn,13
1,14,1251,targOff,13
1,15,1007,dotRemoved,13
1,15,1082,targOn,13
1,15,1116,targOff,13
1,16,1091,dotRemoved,13
1,16,1166,targOn,13
1,16,1201,targOff,13
1,17,1107,dotRemoved,13
1,17,1183,targOn,13
1,17,1217,targOff,13
1,18,891,dotRemoved,13
1,18,982,targOn,13
1,18,1017,targOff,13
1,21,857,dotRemoved,13
1,21,949,targOn,13
1,21,983,targOff,13
1,22,1024,dotRemoved,13
1,22,1116,targOn,13
1,22,1150,targOff,13
1,23,890,dotRemoved,13
1,23,999,targOn,13
1,23,1033,targOff,13
1,25,974,dotRemoved,13
1,25,1082,targOn,13
1,25,1116,targOff,13
1,26,821,dotRemoved,13
1,26,913,targOn,13
1,26,947,targOff,13
1,27,1106,dotRemoved,13
1,27,1198,targOn,13
1,27,1232,targOff,13
1,28,1174,dotRemoved,13
1,28,1266,targOn,13
1,28,1300,targOff,13
1,29,959,dotRemoved,13
1,29,1066,targOn,13
1,29,1101,targOff,13
1,30,803,dotRemoved,13
1,30,895,targOn,13
1,30,929,targOff,13
1,31,958,dotRemoved,13
1,31,1050,targOn,13
1,31,1084,targOff,13
1,32,1124,dotRemoved,13
1,32,1216,targOn,13
1,32,1250,targOff,13
1,33,891,dotRemoved,13
1,33,983,targOn,13
1,33,1017,targOff,13
1,34,774,dotRemoved,13
1,34,866,targOn,13
1,34,900,targOff,13
1,35,1024,dotRemoved,13
1,35,1116,targOn,13
1,35,1150,targOff,13
1,36,1225,dotRemoved,13
1,36,1316,targOn,13
1,36,1351,targOff,13
1,37,855,dotRemoved,13
1,37,930,targOn,13
1,37,964,targOff,13
1,38,925,dotRemoved,13
1,38,1016,targOn,13
1,38,1050,targOff,13
1,39,1241,dotRemoved,13
1,39,1332,targOn,13
1,39,1366,targOff,13
1,40,808,dotRemoved,13
1,40,899,targOn,13
1,40,933,targOff,13
1,1,1116,dotRemoved,14
1,1,1199,targOn,14
1,1,1233,targOff,14
1,2,833,dotRemoved,14
1,2,916,targOn,14
1,2,950,targOff,14
1,3,1233,dotRemoved,14
1,3,1316,targOn,14
1,3,1350,targOff,14
1,4,800,dotRemoved,14
1,4,883,targOn,14
1,4,918,targOff,14
1,5,1016,dotRemoved,14
1,5,1100,targOn,14
1,5,1134,targOff,14
1,6,917,dotRemoved,14
1,6,1000,targOn,14
1,6,1034,targOff,14
1,7,1164,dotRemoved,14
1,7,1247,targOn,14
1,7,1281,targOff,14
1,8,1150,dotRemoved,14
1,8,1233,targOn,14
1,8,1267,targOff,14
1,9,1166,dotRemoved,14
1,9,1249,targOn,14
1,9,1283,targOff,14
1,10,1245,dotRemoved,14
1,10,1328,targOn,14
1,10,1363,targOff,14
1,11,1014,dotRemoved,14
1,11,1097,targOn,14
1,11,1131,targOff,14
1,12,1100,dotRemoved,14
1,12,1183,targOn,14
1,12,1217,targOff,14
1,13,766,dotRemoved,14
1,13,849,targOn,14
1,13,883,targOff,14
1,14,1233,dotRemoved,14
1,14,1316,targOn,14
1,14,1350,targOff,14
1,15,1034,dotRemoved,14
1,15,1117,targOn,14
1,15,1151,targOff,14
1,16,1078,dotRemoved,14
1,16,1161,targOn,14
1,16,1195,targOff,14
1,17,1016,dotRemoved,14
1,17,1099,targOn,14
1,17,1134,targOff,14
1,18,866,dotRemoved,14
1,18,949,targOn,14
1,18,983,targOff,14
1,19,1183,dotRemoved,14
1,19,1266,targOn,14
1,19,1300,targOff,14
1,20,1232,dotRemoved,14
1,20,1315,targOn,14
1,20,1350,targOff,14
1,21,1183,dotRemoved,14
1,21,1266,targOn,14
1,21,1300,targOff,14
1,23,950,dotRemoved,14
1,23,1033,targOn,14
1,23,1067,targOff,14
1,24,833,dotRemoved,14
1,24,916,targOn,14
1,24,950,targOff,14
1,25,949,dotRemoved,14
1,25,1032,targOn,14
1,25,1066,targOff,14
1,26,1116,dotRemoved,14
1,26,1199,targOn,14
1,26,1234,targOff,14
1,27,1083,dotRemoved,14
1,27,1166,targOn,14
1,27,1200,targOff,14
1,28,1116,dotRemoved,14
1,28,1199,targOn,14
1,28,1233,targOff,14
1,29,782,dotRemoved,14
1,29,865,targOn,14
1,29,900,targOff,14
1,30,1149,dotRemoved,14
1,30,1232,targOn,14
1,30,1266,targOff,14
1,31,816,dotRemoved,14
1,31,899,targOn,14
1,31,934,targOff,14
1,33,847,dotRemoved,14
1,33,930,targOn,14
1,33,965,targOff,14
1,34,1066,dotRemoved,14
1,34,1149,targOn,14
1,34,1183,targOff,14
1,35,800,dotRemoved,14
1,35,883,targOn,14
1,35,917,targOff,14
1,36,829,dotRemoved,14
1,36,912,targOn,14
1,36,946,targOff,14
1,37,896,dotRemoved,14
1,37,979,targOn,14
1,37,1013,targOff,14
1,38,1233,dotRemoved,14
1,38,1316,targOn,14
1,38,1350,targOff,14
1,39,1082,dotRemoved,14
1,39,1165,targOn,14
1,39,1199,targOff,14
1,40,1266,dotRemoved,14
1,40,1349,targOn,14
1,40,1384,targOff,14
1,1,791,dotRemoved,15
1,1,883,targOn,15
1,1,917,targOff,15
1,2,1124,dotRemoved,15
1,2,1249,targOn,15
1,2,1283,targOff,15
1,3,924,dotRemoved,15
1,3,1049,targOn,15
1,3,1083,targOff,15
1,4,958,dotRemoved,15
1,4,1083,targOn,15
1,4,1117,targOff,15
1,5,958,dotRemoved,15
1,5,1083,targOn,15
1,5,1117,targOff,15
1,6,1041,dotRemoved,15
1,6,1166,targOn,15
1,6,1200,targOff,15
1,8,1107,dotRemoved,15
1,8,1233,targOn,15
1,8,1267,targOff,15
1,9,1090,dotRemoved,15
1,9,1215,targOn,15
1,9,1249,targOff,15
1,10,873,dotRemoved,15
1,10,982,targOn,15
1,10,1016,targOff,15
1,11,791,dotRemoved,15
1,11,899,targOn,15
1,11,934,targOff,15
1,12,891,dotRemoved,15
1,12,999,targOn,15
1,12,1033,targOff,15
1,13,808,dotRemoved,15
1,13,916,targOn,15
1,13,950,targOff,15
1,14,1191,dotRemoved,15
1,14,1282,targOn,15
1,14,1317,targOff,15
1,15,1208,dotRemoved,15
1,15,1316,targOn,15
1,15,1350,targOff,15
1,16,1091,dotRemoved,15
1,16,1183,targOn,15
1,16,1217,targOff,15
1,17,1157,dotRemoved,15
1,17,1249,targOn,15
1,17,1283,targOff,15
1,18,1207,dotRemoved,15
1,18,1299,targOn,15
1,18,1333,targOff,15
1,19,1025,dotRemoved,15
1,19,1133,targOn,15
1,19,1167,targOff,15
1,20,1040,dotRemoved,15
1,20,1132,targOn,15
1,20,1166,targOff,15
1,21,1041,dotRemoved,15
1,21,1150,targOn,15
1,21,1184,targOff,15
1,22,1090,dotRemoved,15
1,22,1199,targOn,15
1,22,1233,targOff,15
1,23,787,dotRemoved,15
1,23,895,targOn,15
1,23,930,targOff,15
1,24,1041,dotRemoved,15
1,24,1150,targOn,15
1,24,1184,targOff,15
1,25,1003,dotRemoved,15
1,25,1128,targOn,15
1,25,1162,targOff,15
1,26,1157,dotRemoved,15
1,26,1266,targOn,15
1,26,1300,targOff,15
1,27,907,dotRemoved,15
1,27,1032,targOn,15
1,27,1066,targOff,15
1,28,1242,dotRemoved,15
1,28,1350,targOn,15
1,28,1384,targOff,15
1,29,1157,dotRemoved,15
1,29,1265,targOn,15
1,29,1299,targOff,15
1,30,1074,dotRemoved,15
1,30,1182,targOn,15
1,30,1217,targOff,15
1,31,1091,dotRemoved,15
1,31,1183,targOn,15
1,31,1217,targOff,15
1,34,1174,dotRemoved,15
1,34,1282,targOn,15
1,34,1317,targOff,15
1,35,975,dotRemoved,15
1,35,1083,targOn,15
1,35,1118,targOff,15
1,36,1108,dotRemoved,15
1,36,1216,targOn,15
1,36,1250,targOff,15
1,37,824,dotRemoved,15
1,37,932,targOn,15
1,37,966,targOff,15
1,38,874,dotRemoved,15
1,38,966,targOn,15
1,38,1000,targOff,15
1,39,1224,dotRemoved,15
1,39,1315,targOn,15
1,39,1350,targOff,15
1,40,1207,dotRemoved,15
1,40,1316,targOn,15
1,40,1350,targOff,15
1,1,1047,dotRemoved,16
1,1,1163,targOn,16
1,1,1197,targOff,16
1,2,900,dotRemoved,16
1,2,1017,targOn,16
1,2,1051,targOff,16
1,3,883,dotRemoved,16
1,3,999,targOn,16
1,3,1033,targOff,16
1,4,1098,dotRemoved,16
1,4,1214,targOn,16
1,4,1248,targOff,16
1,5,1179,dotRemoved,16
1,5,1295,targOn,16
1,5,1329,targOff,16
1,6,778,dotRemoved,16
1,6,895,targOn,16
1,6,929,targOff,16
1,7,1015,dotRemoved,16
1,7,1132,targOn,16
1,7,1166,targOff,16
1,8,812,dotRemoved,16
1,8,928,targOn,16
1,8,963,targOff,16
1,9,1164,dotRemoved,16
1,9,1280,targOn,16
1,9,1314,targOff,16
1,10,1049,dotRemoved,16
1,10,1166,targOn,16
1,10,1200,targOff,16
1,11,950,dotRemoved,16
1,11,1066,targOn,16
1,11,1100,targOff,16
1,12,1099,dotRemoved,16
1,12,1215,targOn,16
1,12,1249,targOff,16
1,13,1166,dotRemoved,16
1,13,1282,targOn,16
1,13,1316,targOff,16
1,14,833,dotRemoved,16
1,14,949,targOn,16
1,14,984,targOff,16
1,15,1065,dotRemoved,16
1,15,1181,targOn,16
1,15,1215,targOff,16
1,16,829,dotRemoved,16
1,16,945,targOn,16
1,16,980,targOff,16
1,17,814,dotRemoved,16
1,17,931,targOn,16
1,17,965,targOff,16
1,18,863,dotRemoved,16
1,18,979,targOn,16
1,18,1013,targOff,16
1,19,1099,dotRemoved,16
1,19,1215,targOn,16
1,19,1249,targOff,16
1,20,931,dotRemoved,16
1,20,1048,targOn,16
1,20,1082,targOff,16
1,21,1112,dotRemoved,16
1,21,1228,targOn,16
1,21,1262,targOff,16
1,23,948,dotRemoved,16
1,23,1064,targOn,16
1,23,1099,targOff,16
1,25,1016,dotRemoved,16
1,25,1133,targOn,16
1,25,1167,targOff,16
1,26,1250,dotRemoved,16
1,26,1366,targOn,16
1,26,1400,targOff,16
1,27,1132,dotRemoved,16
1,27,1249,targOn,16
1,27,1283,targOff,16
1,28,999,dotRemoved,16
1,28,1116,targOn,16
1,28,1150,targOff,16
1,29,1199,dotRemoved,16
1,29,1315,targOn,16
1,29,1350,targOff,16
1,30,783,dotRemoved,16
1,30,899,targOn,16
1,30,933,targOff,16
1,31,817,dotRemoved,16
1,31,933,targOn,16
1,31,968,targOff,16
1,32,882,dotRemoved,16
1,32,998,targOn,16
1,32,1033,targOff,16
1,33,1183,dotRemoved,16
1,33,1299,targOn,16
1,33,1334,targOff,16
1,34,883,dotRemoved,16
1,34,999,targOn,16
1,34,1033,targOff,16
1,35,1146,dotRemoved,16
1,35,1262,targOn,16
1,35,1296,targOff,16
1,36,965,dotRemoved,16
1,36,1082,targOn,16
1,36,1116,targOff,16
1,37,829,dotRemoved,16
1,37,946,targOn,16
1,37,980,targOff,16
1,38,883,dotRemoved,16
1,38,999,targOn,16
1,38,1033,targOff,16
1,39,1179,dotRemoved,16
1,39,1295,targOn,16
1,39,1329,targOff,16
1,1,990,dotRemoved,17
1,1,1099,targOn,17
1,1,1133,targOff,17
1,2,874,dotRemoved,17
1,2,983,targOn,17
1,2,1017,targOff,17
1,3,1041,dotRemoved,17
1,3,1149,targOn,17
1,3,1184,targOff,17
1,4,1089,dotRemoved,17
1,4,1198,targOn,17
1,4,1231,targOff,17
1,5,974,dotRemoved,17
1,5,1083,targOn,17
1,5,1117,targOff,17
1,6,824,dotRemoved,17
1,6,933,targOn,17
1,6,967,targOff,17
1,8,1058,dotRemoved,17
1,8,1083,targOn,17
1,8,1117,targOff,17
1,9,907,dotRemoved,17
1,9,949,targOn,17
1,9,983,targOff,17
1,10,824,dotRemoved,17
1,10,866,targOn,17
1,10,900,targOff,17
1,11,1074,dotRemoved,17
1,11,1116,targOn,17
1,11,1150,targOff,17
1,12,839,dotRemoved,17
1,12,881,targOn,17
1,12,915,targOff,17
1,13,808,dotRemoved,17
1,13,866,targOn,17
1,13,900,targOff,17
1,14,874,dotRemoved,17
1,14,932,targOn,17
1,14,966,targOff,17
1,15,908,dotRemoved,17
1,15,967,targOn,17
1,15,1000,targOff,17
1,16,1091,dotRemoved,17
1,16,1133,targOn,17
1,16,1167,targOff,17
1,17,925,dotRemoved,17
1,17,967,targOn,17
1,17,1000,targOff,17
1,18,1153,dotRemoved,17
1,18,1195,targOn,17
1,18,1229,targOff,17
1,19,990,dotRemoved,17
1,19,1032,targOn,17
1,19,1066,targOff,17
1,20,941,dotRemoved,17
1,20,999,targOn,17
1,20,1034,targOff,17
1,21,1257,dotRemoved,17
1,21,1315,targOn,17
1,21,1350,targOff,17
1,22,1074,dotRemoved,17
1,22,1133,targOn,17
1,22,1167,targOff,17
1,23,1124,dotRemoved,17
1,23,1182,targOn,17
1,23,1216,targOff,17
1,24,907,dotRemoved,17
1,24,966,targOn,17
1,24,1000,targOff,17
1,25,1170,dotRemoved,17
1,25,1229,targOn,17
1,25,1263,targOff,17
1,27,1259,dotRemoved,17
1,27,1317,targOn,17
1,27,1351,targOff,17
1,28,1173,dotRemoved,17
1,28,1231,targOn,17
1,28,1265,targOff,17
1,29,789,dotRemoved,17
1,29,847,targOn,17
1,29,882,targOff,17
1,30,1207,dotRemoved,17
1,30,1282,targOn,17
1,30,1316,targOff,17
1,31,938,dotRemoved,17
1,31,997,targOn,17
1,31,1031,targOff,17
1,32,990,dotRemoved,17
1,32,1065,targOn,17
1,32,1099,targOff,17
1,33,1007,dotRemoved,17
1,33,1082,targOn,17
1,33,1117,targOff,17
1,34,874,dotRemoved,17
1,34,949,targOn,17
1,34,983,targOff,17
1,35,857,dotRemoved,17
1,35,916,targOn,17
1,35,950,targOff,17
1,36,1258,dotRemoved,17
1,36,1333,targOn,17
1,36,1367,targOff,17
1,38,1157,dotRemoved,17
1,38,1232,targOn,17
1,38,1266,targOff,17
1,39,1024,dotRemoved,17
1,39,1099,targOn,17
1,39,1134,targOff,17
1,40,1240,dotRemoved,17
1,40,1316,targOn,17
1,40,1350,targOff,17
1,1,1133,dotRemoved,18
1,1,1216,targOn,18
1,1,1250,targOff,18
1,2,1150,dotRemoved,18
1,2,1233,targOn,18
1,2,1268,targOff,18
1,3,900,dotRemoved,18
1,3,983,targOn,18
1,3,1017,targOff,18
1,4,895,dotRemoved,18
1,4,978,targOn,18
1,4,1012,targOff,18
1,5,1166,dotRemoved,18
1,5,1249,targOn,18
1,5,1284,targOff,18
1,6,933,dotRemoved,18
1,6,1016,targOn,18
1,6,1051,targOff,18
1,7,1033,dotRemoved,18
1,7,1117,targOn,18
1,7,1150,targOff,18
1,8,1184,dotRemoved,18
1,8,1267,targOn,18
1,8,1301,targOff,18
1,9,1150,dotRemoved,18
1,9,1233,targOn,18
1,9,1267,targOff,18
1,10,850,dotRemoved,18
1,10,933,targOn,18
1,10,967,targOff,18
1,11,1049,dotRemoved,18
1,11,1132,targOn,18
1,11,1167,targOff,18
1,12,900,dotRemoved,18
1,12,983,targOn,18
1,12,1017,targOff,18
1,13,884,dotRemoved,18
1,13,967,targOn,18
1,13,1001,targOff,18
1,14,950,dotRemoved,18
1,14,1033,targOn,18
1,14,1068,targOff,18
1,15,946,dotRemoved,18
1,15,1029,targOn,18
1,15,1063,targOff,18
1,16,901,dotRemoved,18
1,16,984,targOn,18
1,16,1018,targOff,18
1,17,767,dotRemoved,18
1,17,850,targOn,18
1,17,884,targOff,18
1,18,1200,dotRemoved,18
1,18,1283,targOn,18
1,18,1317,targOff,18
1,19,983,dotRemoved,18
1,19,1066,targOn,18
1,19,1100,targOff,18
1,20,1146,dotRemoved,18
1,20,1229,targOn,18
1,20,1263,targOff,18
1,21,999,dotRemoved,18
1,21,1082,targOn,18
1,21,1117,targOff,18
1,22,900,dotRemoved,18
1,22,983,targOn,18
1,22,1017,targOff,18
1,23,866,dotRemoved,18
1,23,949,targOn,18
1,23,983,targOff,18
1,25,996,dotRemoved,18
1,25,1079,targOn,18
1,25,1113,targOff,18
1,26,766,dotRemoved,18
1,26,849,targOn,18
1,26,883,targOff,18
1,27,849,dotRemoved,18
1,27,932,targOn,18
1,27,967,targOff,18
1,28,1032,dotRemoved,18
1,28,1115,targOn,18
1,28,1149,targOff,18
1,29,866,dotRemoved,18
1,29,949,targOn,18
1,29,983,targOff,18
1,30,1182,dotRemoved,18
1,30,1265,targOn,18
1,30,1299,targOff,18
1,31,1049,dotRemoved,18
1,31,1132,targOn,18
1,31,1167,targOff,18
1,32,1217,dotRemoved,18
1,32,1300,targOn,18
1,32,1334,targOff,18
1,33,995,dotRemoved,18
1,33,1078,targOn,18
1,33,1112,targOff,18
1,34,849,dotRemoved,18
1,34,933,targOn,18
1,34,967,targOff,18
1,35,930,dotRemoved,18
1,35,1013,targOn,18
1,35,1048,targOff,18
1,36,831,dotRemoved,18
1,36,914,targOn,18
1,36,948,targOff,18
1,37,799,dotRemoved,18
1,37,882,targOn,18
1,37,916,targOff,18
1,38,899,dotRemoved,18
1,38,982,targOn,18
1,38,1016,targOff,18
1,39,883,dotRemoved,18
1,39,966,targOn,18
1,39,1000,targOff,18
1,40,1182,dotRemoved,18
1,40,1266,targOn,18
1,40,1299,targOff,18
1,1,1057,dotRemoved,19
1,1,1132,targOn,19
1,1,1166,targOff,19
1,2,992,dotRemoved,19
1,2,1117,targOn,19
1,2,1150,targOff,19
1,3,1123,dotRemoved,19
1,3,1149,targOn,19
1,3,1183,targOff,19
